Transaction_ID,Date,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Revenue,Customer_Score_Freq,Region_enc,Channel_enc,Product_Variant_enc,Year,Month,Day,DayOfWeek
RB02586,2023-12-28,1.1695111979288668,-0.1255120122373961,0.19282492427055953,3,-0.04585751399191977,2,1,1,3,2023,12,28,3
RB05952,2024-10-13,0.20510684695451212,-0.026790304867071894,-0.07049772003459034,2,-0.009267962890729097,2,4,1,1,2024,10,13,6
RB01902,2023-11-11,-0.2770953285326653,-0.24458871081809644,0.11993799271696412,1,-0.25775021795827935,2,5,1,2,2023,11,11,5
RB04337,2023-03-13,0.6873090224416895,-0.00948856233825219,-0.008689774825561703,1,0.04836058009364621,1,7,3,4,2023,3,13,0
RB07859,2024-12-20,-0.2770953285326653,-0.09090852717975668,-0.07642779847161395,2,-0.1097585514507849,2,6,2,2,2024,12,20,4
RB03560,2024-06-21,0.6873090224416895,-0.08785527849820027,-0.3269313420382068,2,-0.037167495605386985,2,6,1,4,2024,6,21,4
RB02049,2023-10-18,0.20510684695451212,-0.2547662064232845,-0.07796705208446687,3,-0.2434410899383494,2,4,3,1,2023,10,18,2
RB06637,2023-06-06,0.20510684695451212,-0.05019854475900444,0.29559855481061076,1,-0.03331252504294011,1,6,4,1,2023,6,6,1
RB06994,2023-08-11,0.20510684695451212,-0.19878998059475017,-0.11916782194026879,1,-0.18594322392219262,0,1,1,1,2023,8,11,4
RB03394,2024-10-08,1.1695111979288668,-0.24357096125757763,0.07541779134489675,3,-0.18228426881207357,2,6,4,3,2024,10,8,1
RB07571,2024-05-29,0.6873090224416895,0.00984867931160513,-0.3981662989185409,2,0.06946491046094011,2,6,4,4,2024,5,29,2
RB02869,2024-07-16,0.6873090224416895,-0.2557839559838033,-0.06309968745063471,1,-0.2204419435318867,2,2,4,4,2024,7,16,1
RB07624,2023-01-31,0.20510684695451212,-0.08581977937716266,0.20003445464747088,2,-0.06990207614413078,1,2,3,1,2023,1,31,1
RB06685,2023-05-16,0.20510684695451212,-0.20082547971578776,-0.2732519433696836,0,-0.18803405541368923,2,1,2,1,2023,5,16,1
RB01337,2024-09-22,0.6873090224416895,0.016972926235236774,0.22032302324441091,5,0.07724019006994313,2,2,1,4,2024,9,22,6
RB07797,2023-11-21,1.1695111979288668,-0.18657698586852448,-0.38346326257759317,2,-0.11642307682993035,0,3,4,3,2023,11,21,1
RB00083,2023-12-06,0.6873090224416895,-0.1550267494924415,-0.04259531913684062,2,-0.11047727477598687,2,0,1,4,2023,12,6,2
RB03547,2024-01-14,0.20510684695451212,-0.13670725740310297,0.14893066430502472,2,-0.12217286343154603,1,0,3,1,2024,1,14,6
RB09514,2024-12-03,-0.2770953285326653,0.04241666524820693,0.05242188017055907,3,0.01863156982392879,2,4,3,2,2024,12,3,1
RB04412,2024-06-08,-0.2770953285326653,-0.09090852717975668,0.12849012598929319,0,-0.1097585514507849,0,0,4,2,2024,6,8,5
RB08587,2023-09-13,0.6873090224416895,-0.04816304563796683,0.21580331614755663,2,0.0061519193590584,2,6,3,4,2023,9,13,2
RB00667,2024-05-20,1.1695111979288668,-0.10413927146650118,-0.09942452449699068,0,-0.021159566998616066,2,4,2,3,2024,5,20,0
RB06661,2024-01-15,-1.7237018549941974,-0.19675448147371255,-0.3420109753677235,3,-0.29518916935289047,2,4,2,0,2024,1,15,0
RB06845,2024-06-08,1.1695111979288668,0.025114922719387225,0.12381600462053002,3,0.128204207675173,1,6,2,3,2024,6,8,5
RB08613,2023-07-23,1.1695111979288668,-0.05834054124315489,0.1144492919261177,1,0.03176460512989187,1,1,2,3,2023,7,23,6
RB04107-DUP,2023-01-10,-0.2770953285326653,-0.16418649553711073,-0.009895346937904686,4,-0.1803241142887955,0,1,0,2,2023,1,10,1
RB00855,2023-05-20,0.20510684695451212,-0.13365400872154656,0.14197808362244174,2,-0.11903661619430111,2,6,4,1,2023,5,20,5
RB05264,2023-03-05,0.20510684695451212,-0.18148823806593045,0.20665348963805036,2,-0.16817115624447146,2,2,2,1,2023,3,5,6
RB03627,2024-08-26,-1.7237018549941974,0.12078338140815502,0.22567089061400014,1,-0.05056188484778714,2,5,2,0,2024,8,26,0
RB07556,2023-10-25,-0.2770953285326653,0.07091365294273351,-0.20930936005523562,3,0.04607373314982179,2,2,0,2,2023,10,25,2
RB04959-DUP,2023-06-07,0.20510684695451212,-0.05019854475900444,-0.31843516187056237,5,-0.03331252504294011,1,3,2,1,2023,6,7,2
RB05130,2023-12-21,1.1695111979288668,-0.10312152190598237,0.06518434876189896,3,-0.019983474284649222,0,2,0,3,2023,12,21,3
RB09018,2024-03-09,-1.7237018549941974,-0.11126351839013282,0.20502677534700106,4,-0.22932797737074728,2,5,3,0,2024,3,9,5
RB06138,2024-05-05,1.1695111979288668,0.03631016788509409,-0.2741440694489876,3,0.14114122752880828,1,6,2,3,2024,5,5,6
RB03601,2024-12-27,1.1695111979288668,-0.1071925201480576,-0.05048810211003426,2,-0.024687845140516595,2,5,0,3,2024,12,27,4
RB08366,2024-07-16,1.1695111979288668,0.10958813624244815,0.1935020654840486,3,0.22581990293442097,2,4,0,3,2024,7,16,1
RB02044,2024-03-30,-1.7237018549941974,-0.20896747619993822,0.017207277664971894,4,-0.30459791106462525,1,3,1,0,2024,3,30,5
RB07393,2024-10-03,1.1695111979288668,-0.031879052669665925,0.19597228640906914,4,0.06234301569302979,1,1,2,3,2024,10,3,3
RB07782,2023-08-08,1.1695111979288668,-0.1926834832316373,-0.3200821116290825,2,-0.1234796331137314,2,2,2,3,2023,8,8,1
RB06548,2023-12-10,-0.2770953285326653,-0.11126351839013282,-0.08679555566755615,3,-0.12936009668356563,1,5,1,2,2023,12,10,6
RB04313,2023-12-15,-0.2770953285326653,-0.2975116879650744,-0.12078964712508354,2,-0.3087142355635092,0,2,1,2,2023,12,15,4
RB02998,2023-10-10,-1.7237018549941974,-0.11024576882961401,-0.03314766457254474,2,-0.22854391556143605,2,5,4,0,2023,10,10,1
RB03963,2024-11-26,0.20510684695451212,0.004759931509011099,-0.10175201068166281,1,0.023139925227468355,1,2,0,1,2024,11,26,1
RB06658,2023-07-25,0.20510684695451212,-0.023737056185515477,-0.2938037088522518,3,-0.006131715653484183,1,4,0,1,2023,7,25,1
RB06458,2024-08-27,-0.2770953285326653,-0.16418649553711073,0.022227031682818383,4,-0.1803241142887955,1,3,2,2,2024,8,27,1
RB01365,2023-02-28,1.1695111979288668,-0.13365400872154656,0.2859729911027788,2,-0.05526625570365452,2,2,1,3,2023,2,28,1
RB04685,2023-12-04,-0.2770953285326653,-0.04205654827485399,0.2698544226984142,2,-0.06271484289211118,2,1,2,2,2023,12,4,0
RB02583,2024-10-21,-0.2770953285326653,-0.051216294319523244,0.09520359685071438,1,-0.07153553824686251,1,4,0,2,2024,10,21,0
RB08409,2024-09-23,0.6873090224416895,-0.07360678465093698,-0.28125106440347925,1,-0.02161693638738095,1,6,0,4,2024,9,23,0
RB02597,2023-02-06,0.6873090224416895,-0.12958301047947132,-0.29014190409105944,2,-0.08270841902954752,0,2,4,4,2023,2,6,0
RB08615,2024-12-10,-1.7237018549941974,-0.31074243225181886,0.03443743869517039,3,-0.3830040919957481,1,1,3,0,2024,12,10,1
RB03765,2023-11-26,-0.2770953285326653,-0.0776777828930122,0.18684826351580094,2,-0.09701754704947745,1,5,4,2,2023,11,26,6
RB04734,2023-03-30,-0.2770953285326653,-0.10312152190598237,-0.3108168478890377,4,-0.12151947859045334,0,2,0,2,2023,3,30,3
RB06647,2023-05-18,-1.7237018549941974,-0.14179600520569702,-0.39869024813667986,2,-0.2528498316500841,2,2,2,0,2023,5,18,3
RB02973,2023-10-20,-1.7237018549941974,-0.031879052669665925,0.11026476022334496,4,-0.16817115624447146,1,2,0,0,2023,10,20,4
RB02199,2024-05-31,-1.7237018549941974,-0.016612809261883833,0.18466704309264656,3,-0.156410229104803,1,3,0,0,2024,5,31,4
RB02332,2024-09-04,0.6873090224416895,0.05564740953495141,-0.23817722362580795,5,0.11944885080453095,0,5,0,4,2024,9,4,2
RB02064,2024-04-12,1.1695111979288668,-0.14892025212932866,-0.15170197195274857,5,-0.07290764641315715,2,2,2,3,2024,4,12,4
RB02189,2023-03-19,0.20510684695451212,-0.22016272136564508,-0.014883050148213376,3,-0.20789695458290702,2,6,4,1,2023,3,19,6
RB00137,2023-09-02,0.6873090224416895,-0.032896802230184735,-0.3869373799827804,1,0.022813232806922008,0,5,0,4,2023,9,2,5
RB05993,2024-10-18,0.20510684695451212,0.08007339898740276,0.02539069084210986,2,0.10050069041284292,2,1,2,1,2024,10,18,4
RB09120,2023-08-14,1.1695111979288668,0.11060588580296696,-0.13546294140310425,0,0.22699599564838782,0,1,3,3,2023,8,14,0
RB07673,2024-05-12,0.6873090224416895,-0.24662420993913406,-0.20424275210264115,0,-0.21044515546316853,2,1,1,4,2024,5,12,6
RB07949-DUP,2023-10-05,-0.2770953285326653,-0.29445843928351795,-0.2321679688294855,2,-0.3057740037785921,2,1,4,2,2023,10,5,3
RB02032,2024-09-04,0.20510684695451212,-0.26494370202847256,-0.017780117209213873,1,-0.25389524739583247,2,2,0,1,2024,9,4,2
RB03458,2024-09-29,0.20510684695451212,-0.1702929929002236,0.06630137372799352,1,-0.1566715830412401,1,3,4,1,2024,9,29,6
RB00490,2023-02-22,0.20510684695451212,-0.04612754651692921,0.13344496354102492,4,-0.02913086205994689,1,2,2,1,2023,2,22,2
RB01524,2024-03-15,0.20510684695451212,-0.10515702102701997,-0.21250520583057145,5,-0.08976497531334858,2,6,2,1,2024,3,15,4
RB00963,2023-10-27,-0.2770953285326653,0.07905564942688395,0.042197944183017366,2,0.05391435124293408,1,6,1,2,2023,10,27,4
RB02839,2024-02-04,-1.7237018549941974,0.05157641129287619,-0.1927826870887903,2,-0.1038780878809507,0,2,2,0,2024,2,4,6
RB01403,2023-04-10,-0.2770953285326653,-0.2506952081812093,0.30573231394982586,1,-0.26363068152811353,0,0,0,2,2023,4,10,0
RB04919,2023-07-15,-0.2770953285326653,-0.2842809436783299,-0.012362172650262413,3,-0.2959732311622017,2,0,4,2,2023,7,15,5
RB06473,2023-11-18,-1.7237018549941974,-0.19166573367111853,0.19198929452996627,1,-0.29126886030633437,2,1,3,0,2023,11,18,5
RB09543,2023-03-08,-1.7237018549941974,-0.015595059701365026,0.2060154612744379,2,-0.15562616729549178,1,4,3,0,2023,3,8,2
RB09422,2023-01-14,0.6873090224416895,-0.2985294375255932,-0.3125890130905657,1,-0.2670936211859048,1,4,1,4,2023,1,14,5
RB08072,2024-07-08,-1.7237018549941974,-0.22525146916823913,0.1180901821773066,1,-0.3171429000136049,0,5,2,0,2024,7,8,0
RB06370,2023-01-11,1.1695111979288668,-0.18657698586852448,-0.3284412610136523,2,-0.11642307682993035,1,6,1,3,2023,1,11,2
RB01664,2023-12-26,0.6873090224416895,-0.11024576882961401,-0.02602247127817986,2,-0.061604088662253614,0,1,4,4,2023,12,26,1
RB04482,2023-05-11,0.6873090224416895,-0.14688475300829104,-0.2659233089325577,1,-0.10159124093712628,2,4,4,4,2023,5,11,3
RB08879,2023-11-15,1.1695111979288668,-0.03493230135122235,-0.2625373312480994,2,0.05881473755112926,2,2,3,3,2023,11,15,2
RB06706,2024-12-09,-0.2770953285326653,-0.005417564096176964,-0.27874960752196004,2,-0.027432061473105895,1,1,0,2,2024,12,9,0
RB06280,2023-01-08,0.20510684695451212,-0.11635226619272684,-0.13863094643460427,1,-0.10126454851657993,1,5,4,1,2023,1,8,6
RB06111,2023-08-04,0.20510684695451212,-0.03391455179070354,0.1589658264685091,1,-0.016585873110967233,0,2,0,1,2023,8,4,4
RB03903,2023-02-27,-1.7237018549941974,-0.13568950784258416,-0.05048810211003426,2,-0.24814546079421676,1,2,3,0,2023,2,27,0
RB04114,2023-10-27,-1.7237018549941974,0.08821539547155322,0.05763556873571047,3,-0.07565186274574646,0,4,4,0,2023,10,27,4
RB08192,2023-10-14,1.1695111979288668,-0.021701557064477864,-0.042569243903589564,4,0.07410394283269822,0,4,0,3,2023,10,14,5
RB04283,2024-12-27,1.1695111979288668,-0.22118047092616389,0.23909379597252758,2,-0.156410229104803,2,2,2,3,2024,12,27,4
RB04205,2023-08-02,0.20510684695451212,0.06277165645858306,0.1973011726453287,1,0.08272862273512173,2,6,1,1,2023,8,2,2
RB03695,2024-06-20,-1.7237018549941974,11.024952172806644,-0.12211975563790177,2,8.349876340112719,0,3,0,0,2024,6,20,3
RB07419,2024-03-17,-1.7237018549941974,-0.19471898235267493,-0.05048810211003426,3,-0.29362104573426806,2,3,1,0,2024,3,17,6
RB00544,2024-03-25,0.20510684695451212,0.01799067579575558,-0.10385351151149227,1,0.03673032992219632,0,7,1,1,2024,3,25,0
RB07688,2024-02-26,0.20510684695451212,-0.09701502454286953,0.033829152394485064,2,-0.08140164934736213,0,2,1,1,2024,2,26,0
RB04608,2023-06-14,-0.2770953285326653,-0.09090852717975668,-0.2890345215289275,2,-0.1097585514507849,1,4,1,2,2023,6,14,2
RB00779,2023-08-08,-1.7237018549941974,-0.2914051906019615,-0.40735455923539116,3,-0.36810691761883474,1,6,2,0,2023,8,8,1
RB05112,2024-10-27,0.6873090224416895,0.05666515909547022,0.22559578850989678,5,0.12055960503438852,1,5,3,4,2024,10,27,6
RB01870,2024-05-29,0.20510684695451212,0.011884178432642743,0.10134417847283786,1,0.03045783544770649,1,6,3,1,2024,5,29,2
RB04022,2023-01-23,-1.7237018549941974,-0.043074297835372796,-0.05258878808882461,2,-0.17679583614689495,2,6,2,0,2023,1,23,0
RB04636,2023-05-10,-1.7237018549941974,-0.1407782556451782,0.12869533264263885,1,-0.2520657698407729,0,4,1,0,2023,5,10,2
RB06806,2023-08-03,0.6873090224416895,-0.07360678465093698,0.12560555331089215,2,-0.02161693638738095,0,0,4,4,2023,8,3,3
RB03978,2024-04-09,0.6873090224416895,0.1696353603130577,-0.2585243256890565,2,0.24385332454857922,2,2,0,4,2024,4,9,1
RB06507,2024-10-21,-1.7237018549941974,-0.07869553245353102,-0.32387239123743916,1,-0.20423799947278798,1,6,3,0,2024,10,21,0
RB05355,2023-12-19,0.6873090224416895,0.0851621467899968,-0.0886816642060511,2,0.15166072347040058,2,2,1,4,2023,12,19,1
RB06640,2023-12-21,0.20510684695451212,-0.24153546213654,0.08111522981025837,1,-0.22985068524362143,2,1,2,1,2023,12,21,3
RB07492-DUP,2024-09-16,-1.7237018549941974,-0.23034021697083315,-0.10781368756150045,5,-0.32106320906016106,0,1,2,0,2024,9,16,0
RB06802,2023-05-21,0.20510684695451212,-0.07055353596938056,0.2308856656472037,2,-0.05422083995790621,1,2,2,1,2023,5,21,6
RB00241,2024-01-02,0.6873090224416895,-0.06342928904574892,0.2041850342236145,1,-0.01050939408880521,0,1,3,4,2024,1,2,1
RB08011,2023-10-24,0.20510684695451212,0.16352886294994487,0.24000683656183505,2,0.1862247815642039,0,5,1,1,2023,10,24,1
RB08789,2023-01-23,1.1695111979288668,0.14113837261853113,0.24753252914191576,3,0.2622787770673931,2,7,0,3,2023,1,23,0
RB01156-DUP,2024-06-05,-0.2770953285326653,-0.11126351839013282,-0.13326746108676568,70,-0.12936009668356563,1,6,1,2,2024,6,5,2
RB06384,2024-09-21,-1.7237018549941974,-0.04612754651692921,0.05266905165241835,2,-0.17914802157482865,2,3,2,0,2024,9,21,5
RB00695,2024-03-05,0.6873090224416895,-0.13467175828206537,0.08729139326108899,3,-0.0882621901788354,0,2,1,4,2024,3,5,1
RB08349,2023-11-10,1.1695111979288668,-0.004399814535658158,0.18222493452847485,5,0.09409751897013455,1,5,4,3,2023,11,10,4
RB09458,2024-11-28,-0.2770953285326653,-0.1071925201480576,-0.0836301309976799,0,-0.12543978763700947,1,1,3,2,2024,11,28,3
RB06588,2023-06-13,0.20510684695451212,0.05157641129287619,-0.3072486151888348,0,0.07122904953189038,0,2,1,1,2023,6,13,1
RB08792,2024-02-11,0.6873090224416895,-0.005417564096176964,-0.14138297001064562,2,0.052803597013076506,2,4,0,4,2024,2,11,6
RB01449,2023-01-11,1.1695111979288668,0.11060588580296696,-0.39594800277310765,1,0.22699599564838782,1,7,3,3,2023,1,11,2
RB00644,2023-12-06,0.6873090224416895,-0.03391455179070354,0.0595071457640083,2,0.021702478577064435,0,2,4,4,2023,12,6,2
RB06357,2023-08-24,0.20510684695451212,0.12281888052919263,-0.366278189971558,4,0.1444081517342717,2,0,2,1,2023,8,24,3
RB07564,2023-12-19,0.6873090224416895,0.06480715557962068,0.1740187055222422,4,0.1294456388732491,0,7,3,4,2023,12,19,1
RB02415,2023-06-02,-1.7237018549941974,-0.1092280192690952,-0.3234873741214661,2,-0.22775985375212482,2,2,2,0,2023,6,2,4
RB01387,2023-10-14,-0.2770953285326653,0.06073615733754544,-0.05048810211003426,2,0.03627296053343144,0,5,1,2,2023,10,14,5
RB09023,2023-11-03,0.6873090224416895,0.09432189283466605,0.18956687819923934,5,0.16165751153911875,2,1,1,4,2023,11,3,4
RB05567,2023-10-05,0.20510684695451212,-0.26596145158899137,-0.3312040134617084,1,-0.25494066314158076,0,2,3,1,2023,10,5,3
RB00650,2024-11-22,-0.2770953285326653,-0.04816304563796683,-0.38435593189092315,2,-0.06859530646194541,1,2,0,2,2024,11,22,4
RB06164,2023-09-10,-0.2770953285326653,-0.21303847444201343,0.2900162819587748,1,-0.2273678228474692,1,6,4,2,2023,9,10,6
RB04808,2023-01-24,0.20510684695451212,-0.3076891835702624,0.26332216934349845,4,-0.2978027087172613,1,2,3,1,2023,1,24,1
RB01488,2024-10-12,0.6873090224416895,0.05971840777702664,-0.2630145623399968,1,0.12389186772396124,2,6,0,4,2024,10,12,5
RB00231,2023-09-30,0.20510684695451212,-0.26189045334691613,0.1857683142719853,0,-0.25075900015858754,0,2,2,1,2023,9,30,5
RB07947,2023-03-05,-0.2770953285326653,-0.0440920473958916,-0.16571578012312735,5,-0.06467499741538926,1,5,0,2,2023,3,5,6
RB02495,2024-10-15,1.1695111979288668,-0.3076891835702624,0.30689510638261625,1,-0.25637810979198467,1,5,3,3,2024,10,15,1
RB05092,2023-03-28,0.20510684695451212,-0.22626921872875794,-0.2649048809421938,1,-0.21416944905739685,2,5,0,1,2023,3,28,1
RB01749,2024-03-06,-0.2770953285326653,-0.10312152190598237,-0.12712362006048586,1,-0.12151947859045334,2,3,3,2,2024,3,6,2
RB03407,2024-11-30,-0.2770953285326653,-0.021701557064477864,0.22181515130550286,4,-0.04311329765933047,1,4,2,2,2024,11,30,5
RB08070,2023-11-16,-0.2770953285326653,-0.09803277410338833,-0.27488191706488935,5,-0.11661909228225815,2,7,3,2,2023,11,16,3
RB05753,2024-01-20,0.20510684695451212,-0.08174878113508743,0.18342018519432268,3,-0.06572041316113757,2,3,2,1,2024,1,20,5
RB01361,2024-02-03,1.1695111979288668,-0.23237571609187077,-0.009978054318373016,0,-0.16934724895843828,2,2,0,3,2024,2,3,5
RB08114,2024-02-24,0.6873090224416895,-0.04918079519848564,0.05073418786008409,1,0.005041165129200826,0,4,2,4,2024,2,24,5
RB07405,2023-01-11,0.6873090224416895,-0.1580799981739979,15.520220366841384,3,-0.1138095374655596,2,6,3,4,2023,1,11,2
RB08734,2023-02-19,-0.2770953285326653,0.11162363536348575,-0.22982554370909658,1,0.08527682361538323,2,2,1,2,2023,2,19,6
RB04979,2023-04-02,-0.2770953285326653,-0.27308569851262304,-0.40703798960670223,3,-0.28519238128417235,2,4,1,2,2023,4,2,6
RB05591,2024-04-22,-0.2770953285326653,-0.13772500696362178,0.027191240021499752,2,-0.15484210548618055,0,5,3,2,2024,4,22,0
RB06978,2023-06-27,-0.2770953285326653,-0.12652976179791492,-0.12843308568031364,1,-0.14406125560815117,0,0,3,2,2023,6,27,1
RB00660,2024-04-10,-0.2770953285326653,-0.21100297532097584,0.05781497177281816,1,-0.22540766832419115,2,3,0,2,2024,4,10,2
RB01897,2023-08-12,0.6873090224416895,0.1655643620709825,-0.33583481191689285,2,0.23941030762914894,2,2,3,4,2023,8,12,5
RB02488,2024-11-10,-1.7237018549941974,-0.13772500696362178,-0.1841498835635907,1,-0.24971358441283922,1,3,0,0,2024,11,10,6
RB01474,2023-11-28,-1.7237018549941974,-0.011524061459289801,18.599320804103797,4,-0.15248992005824688,1,6,2,0,2023,11,28,1
RB06907,2023-03-09,-1.7237018549941974,0.06887815382169589,-0.1653399979855974,1,-0.09054903712265981,1,6,3,0,2023,3,9,3
RB03019,2024-07-14,-0.2770953285326653,-0.267996950710029,0.23606988376644103,2,-0.2802919949759771,2,2,4,2,2024,7,14,6
RB00480,2024-07-17,0.20510684695451212,-0.10006827322442595,-0.06617235491056046,3,-0.08453789658460706,0,1,0,1,2024,7,17,2
RB03895-DUP,2024-11-27,-1.7237018549941974,-0.08276653069560624,-0.03827932479976033,4,-0.20737424671003288,1,6,0,0,2024,11,27,2
RB05099,2023-09-16,-1.7237018549941974,-0.11126351839013282,-0.13300263449905939,4,-0.22932797737074728,1,2,0,0,2023,9,16,5
RB00785,2023-12-25,-1.7237018549941974,-0.12652976179791492,-0.17281598465229323,5,-0.2410889045104157,2,3,0,0,2023,12,25,0
RB06367,2023-04-27,-1.7237018549941974,-0.10312152190598237,-0.19601492954387242,1,-0.22305548289625746,2,4,2,0,2023,4,27,3
RB07436,2024-06-30,-1.7237018549941974,0.02816817140094364,0.30699329593282737,2,-0.12191150949510896,2,7,1,0,2024,6,30,6
RB01619,2024-12-10,-1.7237018549941974,-0.09803277410338833,-0.4046936631672221,0,-0.2191351738497013,0,2,3,0,2024,12,10,1
RB02160,2023-02-24,-0.2770953285326653,-0.1397605060846594,-0.16732035762761452,2,-0.15680226000945863,0,2,0,2,2023,2,24,4
RB02043,2023-05-26,0.20510684695451212,0.05666515909547022,0.1531600128149477,2,0.0764561282606319,2,4,1,1,2023,5,26,4
RB04925,2023-01-16,1.1695111979288668,-0.18759473542904329,-0.1961123042430444,3,-0.1175991695438972,0,1,3,3,2023,1,16,0
RB04153,2023-09-30,-0.2770953285326653,-0.17131074246074238,-0.2830752442630029,4,-0.18718465512026874,1,6,1,2,2023,9,30,5
RB06795,2023-06-08,-0.2770953285326653,-0.3840204006091729,0.11146041831471233,3,-0.39202080280282725,0,7,4,2,2023,6,8,3
RB04520,2023-07-20,-1.7237018549941974,0.14826261954216277,0.20518485644858575,2,-0.029392215996383968,0,0,1,0,2023,7,20,3
RB00936,2024-01-16,0.20510684695451212,-0.1896302345500809,0.0429967698183448,2,-0.1765344822104579,2,3,4,1,2024,1,16,1
RB00156,2024-03-04,-1.7237018549941974,0.019008425356274387,0.14781852844516474,3,-0.12896806577891,2,6,4,0,2024,3,4,0
RB04863,2023-10-28,1.1695111979288668,-0.18148823806593045,0.06013376621307337,4,-0.11054261326009614,1,4,2,3,2023,10,28,5
RB01479,2023-04-27,-1.7237018549941974,-0.14790250256880985,-0.33185277069733554,0,-0.2575542025059515,2,2,0,0,2023,4,27,3
RB03234,2023-12-03,0.20510684695451212,0.10348163887933531,-0.40715234036918874,4,0.12454525256505393,1,2,4,1,2023,12,3,6
RB02504,2024-05-06,-1.7237018549941974,0.05870065821650783,-0.2844299341155006,2,-0.09838965521577209,2,1,3,0,2024,5,6,0
RB00435,2023-04-30,-1.7237018549941974,-0.04918079519848564,-0.054201106678183196,1,-0.18150020700276234,1,2,4,0,2023,4,30,6
RB03732,2024-04-04,-1.7237018549941974,-0.18148823806593045,0.1515425335023415,4,-0.28342824221322205,0,2,4,0,2024,4,4,3
RB08941,2023-03-12,0.6873090224416895,-0.24357096125757763,-0.34775268740620935,1,-0.2071128927735958,1,2,1,4,2023,3,12,6
RB09269,2024-05-03,-1.7237018549941974,-0.24255321169705882,-0.08482185064235828,1,-0.3304719507718958,2,2,2,0,2024,5,3,4
RB01202,2024-04-01,1.1695111979288668,0.13401412569489948,0.24102444970115988,2,0.2540461280696252,0,5,3,3,2024,4,1,0
RB03723,2024-05-06,0.6873090224416895,-0.11228126795065162,0.2747238366995474,2,-0.06382559712196877,0,4,3,4,2024,5,6,0
RB01146,2023-02-19,1.1695111979288668,0.04343441480872574,0.091482579580681,3,0.14937387652657616,2,2,1,3,2023,2,19,6
RB04141,2024-05-14,0.20510684695451212,-0.10617477058753878,0.215506031326793,2,-0.09081039105909688,1,5,2,1,2024,5,14,1
RB07694,2023-04-05,-0.2770953285326653,0.06480715557962068,0.13766141024282894,2,0.040193269579987576,1,5,1,2,2023,4,5,2
RB08452,2024-05-02,0.6873090224416895,-0.3148134304938941,-0.020731371864314348,1,-0.284865688863626,1,7,2,4,2024,5,2,3
RB00057,2024-08-14,1.1695111979288668,-0.031879052669665925,0.2832781429079807,0,0.06234301569302979,1,4,3,3,2024,8,14,2
RB02984,2023-12-06,0.6873090224416895,0.02816817140094364,0.00888085813047254,1,0.08945848659837645,0,1,3,4,2023,12,6,2
RB03573,2024-05-23,0.6873090224416895,-0.07360678465093698,0.2530869612499159,5,-0.02161693638738095,1,3,4,4,2024,5,23,3
RB00538,2024-06-24,-0.2770953285326653,-0.19471898235267493,-0.06995462181703262,1,-0.20972643213796657,0,3,1,2,2024,6,24,0
RB01408,2023-11-02,-1.7237018549941974,-0.07157128552989937,0.08350491629091487,2,-0.19874956680760936,2,5,3,0,2023,11,2,3
RB08617,2023-03-18,0.20510684695451212,0.1319786265738619,0.01875277846912465,1,0.15381689344600646,2,6,3,1,2023,3,18,5
RB06273,2024-12-26,-1.7237018549941974,0.004759931509011099,-0.04687165739001815,2,-0.1399449311092672,2,7,4,0,2024,12,26,3
RB07705,2023-09-01,-0.2770953285326653,-0.3056536844492248,0.2089720124612925,5,-0.31655485365662145,2,2,3,2,2023,9,1,4
RB08386,2024-12-16,0.20510684695451212,0.12892537789230546,-0.0591164239545188,2,0.15068064620876157,1,7,2,1,2024,12,16,0
RB08330,2023-01-06,-1.7237018549941974,0.04241666524820693,-0.3201638683500052,2,-0.11093464416475175,1,3,0,0,2023,1,6,4
RB06265,2024-04-15,0.6873090224416895,0.07091365294273351,-0.18983890190154823,2,0.13611016425239456,0,5,0,4,2024,4,15,0
RB08867,2024-01-23,-1.7237018549941974,-0.12958301047947132,-0.4033767280795359,2,-0.2434410899383494,1,3,2,0,2024,1,23,1
RB06964,2023-07-25,-1.7237018549941974,-0.12958301047947132,0.07095865484194862,0,-0.2434410899383494,0,3,1,0,2023,7,25,1
RB03985,2024-01-25,0.20510684695451212,-0.020683807503959057,-0.3765711166804098,4,-0.0029954684162392686,1,2,2,1,2024,1,25,3
RB05705,2024-04-03,0.6873090224416895,-0.08581977937716266,-0.17890441580791452,2,-0.03494598714567184,1,6,4,4,2024,4,3,2
RB03174,2023-08-14,-1.7237018549941974,-0.18148823806593045,0.15176308651692355,5,-0.28342824221322205,1,1,1,0,2023,8,14,0
RB06535,2024-03-31,-0.2770953285326653,0.006795430630048712,-0.3826204349861545,4,-0.015671134333437465,0,3,0,2,2024,3,31,6
RB08865,2024-07-28,0.6873090224416895,-0.10515702102701997,-0.14946153902075318,4,-0.05605031751296574,2,5,4,4,2024,7,28,6
RB01433,2024-03-30,-1.7237018549941974,-0.14892025212932866,0.1745209253793386,4,-0.25833826431526274,0,3,1,0,2024,3,30,5
RB06456,2024-07-15,-0.2770953285326653,-0.02271930662499667,0.23180006432157632,0,-0.04409337492096951,2,6,4,2,2024,7,15,0
RB04259,2024-05-07,1.1695111979288668,0.021043924477312,-0.20025799471295355,2,0.12349983681930563,2,5,4,3,2024,5,7,1
RB08014,2023-06-21,-0.2770953285326653,0.05462965997443261,-0.05048810211003426,1,0.03039249696359722,0,0,3,2,2023,6,21,2
